1;arms_factory;1733.77;11.00;1978.32;0.00;0
1;industrial_complex;1733.77;11.00;1978.32;0.00;0
1;air_base;1733.77;11.00;1978.32;0.00;0
1;anti_air_building;1733.77;11.00;1978.32;0.00;0
1;bunker;1733.77;11.00;1978.32;0.00;0
1;fuel_silo;1733.77;11.00;1978.32;0.00;0
1;radar_station;1733.77;11.00;1978.32;0.00;0
1;nuclear_reactor_spawn;1733.77;11.00;1978.32;0.00;0
1;rocket_site_spawn;1733.77;11.00;1978.32;0.00;0
1;synthetic_refinery;1733.77;11.00;1978.32;0.00;0
1;supply_node;1733.77;11.00;1978.32;0.00;0
1;dockyard;1733.77;11.00;1978.32;0.00;0
1;coastal_bunker;1733.77;11.00;1978.32;0.00;0
10;arms_factory;1765.27;11.00;1772.58;0.00;0
10;industrial_complex;1765.27;11.00;1772.58;0.00;0
10;air_base;1765.27;11.00;1772.58;0.00;0
10;anti_air_building;1765.27;11.00;1772.58;0.00;0
10;bunker;1765.27;11.00;1772.58;0.00;0
10;fuel_silo;1765.27;11.00;1772.58;0.00;0
10;radar_station;1765.27;11.00;1772.58;0.00;0
10;nuclear_reactor_spawn;1765.27;11.00;1772.58;0.00;0
10;rocket_site_spawn;1765.27;11.00;1772.58;0.00;0
10;synthetic_refinery;1765.27;11.00;1772.58;0.00;0
10;supply_node;1765.27;11.00;1772.58;0.00;0
10;dockyard;1765.27;11.00;1772.58;0.00;0
10;coastal_bunker;1765.27;11.00;1772.58;0.00;0
100;arms_factory;1290.19;11.00;1159.00;0.00;0
100;industrial_complex;1290.19;11.00;1159.00;0.00;0
100;air_base;1290.19;11.00;1159.00;0.00;0
100;anti_air_building;1290.19;11.00;1159.00;0.00;0
100;bunker;1290.19;11.00;1159.00;0.00;0
100;fuel_silo;1290.19;11.00;1159.00;0.00;0
100;radar_station;1290.19;11.00;1159.00;0.00;0
100;nuclear_reactor_spawn;1290.19;11.00;1159.00;0.00;0
100;rocket_site_spawn;1290.19;11.00;1159.00;0.00;0
100;synthetic_refinery;1290.19;11.00;1159.00;0.00;0
100;supply_node;1290.19;11.00;1159.00;0.00;0
100;dockyard;1290.19;11.00;1159.00;0.00;0
100;coastal_bunker;1290.19;11.00;1159.00;0.00;0
1000;arms_factory;1282.29;11.00;1024.44;0.00;0
1000;industrial_complex;1282.29;11.00;1024.44;0.00;0
1000;air_base;1282.29;11.00;1024.44;0.00;0
1000;anti_air_building;1282.29;11.00;1024.44;0.00;0
1000;bunker;1282.29;11.00;1024.44;0.00;0
1000;fuel_silo;1282.29;11.00;1024.44;0.00;0
1000;radar_station;1282.29;11.00;1024.44;0.00;0
1000;nuclear_reactor_spawn;1282.29;11.00;1024.44;0.00;0
1000;rocket_site_spawn;1282.29;11.00;1024.44;0.00;0
1000;synthetic_refinery;1282.29;11.00;1024.44;0.00;0
1000;supply_node;1282.29;11.00;1024.44;0.00;0
1000;dockyard;1282.29;11.00;1024.44;0.00;0
1000;coastal_bunker;1282.29;11.00;1024.44;0.00;0
1001;arms_factory;1455.35;11.00;1036.87;0.00;0
1001;industrial_complex;1455.35;11.00;1036.87;0.00;0
1001;air_base;1455.35;11.00;1036.87;0.00;0
1001;anti_air_building;1455.35;11.00;1036.87;0.00;0
1001;bunker;1455.35;11.00;1036.87;0.00;0
1001;fuel_silo;1455.35;11.00;1036.87;0.00;0
1001;radar_station;1455.35;11.00;1036.87;0.00;0
1001;nuclear_reactor_spawn;1455.35;11.00;1036.87;0.00;0
1001;rocket_site_spawn;1455.35;11.00;1036.87;0.00;0
1001;synthetic_refinery;1455.35;11.00;1036.87;0.00;0
1001;supply_node;1455.35;11.00;1036.87;0.00;0
1001;dockyard;1455.35;11.00;1036.87;0.00;0
1001;coastal_bunker;1455.35;11.00;1036.87;0.00;0
1002;arms_factory;1052.60;11.00;1027.68;0.00;0
1002;industrial_complex;1052.60;11.00;1027.68;0.00;0
1002;air_base;1052.60;11.00;1027.68;0.00;0
1002;anti_air_building;1052.60;11.00;1027.68;0.00;0
1002;bunker;1052.60;11.00;1027.68;0.00;0
1002;fuel_silo;1052.60;11.00;1027.68;0.00;0
1002;radar_station;1052.60;11.00;1027.68;0.00;0
1002;nuclear_reactor_spawn;1052.60;11.00;1027.68;0.00;0
1002;rocket_site_spawn;1052.60;11.00;1027.68;0.00;0
1002;synthetic_refinery;1052.60;11.00;1027.68;0.00;0
